,Player,Link,Player_id,Player_name,Nationality,Position
0,﻿Alessio Scarpi,/en/players/9a9913c8/Alessio-Scarpi,9a9913c8,Alessio-Scarpi,it ITA,GK
1,Roberto Maltagliati,/en/players/315860e5/Roberto-Maltagliati,315860e5,Roberto-Maltagliati,it ITA,DF
2,Oscar Magoni,/en/players/7ba6372b/Oscar-Magoni,7ba6372b,Oscar-Magoni,it ITA,MF
3,Mattia Graffiedi,/en/players/e1e9832c/Mattia-Graffiedi,1e9832c,Mattia-Graffiedi,it ITA,FW
4,Dražen Bolić,/en/players/182cda97/Drazen-Bolic,182cda97,Drazen-Bolic,rs SRB,DF
5,Salvatore Russo,/en/players/8200029c/Salvatore-Russo,8200029c,Salvatore-Russo,it ITA,"DF,MF"
6,Maurizio Ganz,/en/players/0df039c2/Maurizio-Ganz,0df039c2,Maurizio-Ganz,it ITA,"FW,MF"
7,Marco Schenardi,/en/players/e4f302e8/Marco-Schenardi,4f302e8,Marco-Schenardi,it ITA,MF
8,Marko Perović,/en/players/ee141164/Marko-Perovic,141164,Marko-Perovic,rs SRB,MF
9,Giampiero Maini,/en/players/cc7a4224/Giampiero-Maini,cc7a4224,Giampiero-Maini,it ITA,MF
10,Giacomo Dicara,/en/players/d4bec4f1/Giacomo-Dicara,d4bec4f1,Giacomo-Dic,it ITA,DF
11,Emiliano Tarana,/en/players/f9c6d93b/Emiliano-Tarana,f9c6d93b,Emiliano-T,it ITA,MF
12,Luca Antonini,/en/players/09952eb7/Luca-Antonini,09952eb7,Luca-Antonini,it ITA,"DF,MF"
13,Francesco Montervino,/en/players/7efa108b/Francesco-Montervino,7efa108b,Francesco-Montervino,it ITA,MF
14,Tiziano De Patre,/en/players/85967f76/Tiziano-De-Patre,85967f76,Tiziano-De-Pat,it ITA,MF
15,Pasquale Luiso,/en/players/ab361c4d/Pasquale-Luiso,b361c4d,Pasquale-Luiso,it ITA,FW
16,Daniele Degano,/en/players/85cbdc04/Daniele-Degano,85cbdc04,Daniele-Degano,it ITA,FW
17,Igor Budan,/en/players/61d0e7a8/Igor-Budan,61d0e7a8,Igor-Bud,hr CRO,FW
18,Anselmo Robbiati,/en/players/9252051a/Anselmo-Robbiati,9252051a,Anselmo-Robbiati,it ITA,"FW,MF"
20,Massimiliano Scaglia,/en/players/b746a100/Massimiliano-Scaglia,b746a100,Massimiliano-Scagli,it ITA,DF
21,Massimiliano Giacobbo,/en/players/13aa3d3f/Massimiliano-Giacobbo,13aa3d3f,Massimiliano-Giacobbo,it ITA,MF
22,Giovanni Passiglia,/en/players/6e500c7c/Giovanni-Passiglia,6e500c7c,Giovanni-Passigli,it ITA,MF
23,﻿Mauro Milanese,/en/players/51b36a39/Mauro-Milanese,51b36a39,Mauro-Mi,it ITA,DF
24,Daniel Andersson,/en/players/b12ba903/Daniel-Andersson,b12ba903,Daniel-Andersso,se SWE,"DF,MF"
25,Vincenzo Sommese,/en/players/857110b0/Vincenzo-Sommese,857110b0,Vincenzo-Somm,it ITA,MF
26,Sergio Marcon,/en/players/5dae3627/Sergio-Marcon,5dae3627,Sergio-Marco,it ITA,GK
27,Davide Carrus,/en/players/beff5c30/Davide-Carrus,beff5c30,Davide-Carru,it ITA,MF
28,Fábio Bilica,/en/players/12bdac6a/Fabio-Bilica,12bdac6a,Fabio-Bilic,br BRA,DF
29,Milan Rapaić,/en/players/d457c6a7/Milan-Rapaic,d457c6a7,Milan-Rapaic,hr CRO,"FW,MF"
30,William Viali,/en/players/2d4c95ac/William-Viali,2d4c95ac,William-Viali,it ITA,DF
31,Goran Pandev,/en/players/d711d04f/Goran-Pandev,d711d04f,Goran-Pandev,mk MKD,"FW,MF"
32,Dino Baggio,/en/players/0e351891/Dino-Baggio,0e351891,Dino-Baggio,it ITA,MF
33,Marco Esposito,/en/players/f34d5386/Marco-Esposito,f34d5386,Marco-Esposito,it ITA,DF
34,Luis Helguera,/en/players/873ff2a7/Luis-Helguera,873ff2a7,Luis-Helgu,es ESP,MF
35,Sean Sogliano,/en/players/54875eee/Sean-Sogliano,54875eee,Sean-Sogliano,it ITA,DF
36,Roberto Goretti,/en/players/c844c8c0/Roberto-Goretti,c844c8c0,Roberto-Goretti,it ITA,MF
37,Cristian Bucchi,/en/players/8df7ea1e/Cristian-Bucchi,8df7ea1e,Cristian-Bucchi,it ITA,FW
38,Luigi Sartor,/en/players/0c87971e/Luigi-Sartor,0c87971e,Luigi-Sarto,it ITA,DF
39,Daniele Daino,/en/players/fd5eea43/Daniele-Daino,fd5eea43,Daniele-Daino,it ITA,DF
40,Paolo Poggi,/en/players/4a352e36/Paolo-Poggi,4a352e36,Paolo-Poggi,it ITA,FW
41,Corrado Grabbi,/en/players/c85faa9b/Corrado-Grabbi,c85faa9b,Corrado-Grabbi,it ITA,FW
42,Luciano Zavagno,/en/players/e7ada559/Luciano-Zavagno,7ada559,Luciano-Zavagno,ar ARG,DF
