,Player,Link,Player_id,Player_name,Nationality,Position
0,﻿Thierry Henry,/en/players/c0c5ee74/Thierry-Henry,c0c5ee74,Thierry-H,fr FRA,FW
1,Sol Campbell,/en/players/3e3b2fbd/Sol-Campbell,3e3b2fbd,Sol-Campb,eng ENG,"DF,FW"
2,Gilberto Silva,/en/players/6e6e1b83/Gilberto-Silva,6e6e1b83,Gilberto-Silv,br BRA,"DF,MF"
3,Ashley Cole,/en/players/be091289/Ashley-Cole,be091289,Ashley-Co,eng ENG,DF
4,David Seaman,/en/players/2d578837/David-Seaman,2d578837,David-Seam,eng ENG,GK
5,Sylvain Wiltord,/en/players/cdccf255/Sylvain-Wiltord,cdccf255,Sylvain-Wiltord,fr FRA,"FW,MF"
6,Lauren,/en/players/0c662413/Lauren,0c662413,Lau,cm CMR,DF
7,Patrick Vieira,/en/players/f90f1086/Patrick-Vieira,f90f1086,Patrick-Viei,fr FRA,MF
8,Dennis Bergkamp,/en/players/d8703fda/Dennis-Bergkamp,d8703fda,Dennis-Bergkam,nl NED,FW
9,Martin Keown,/en/players/b844a204/Martin-Keown,b844a204,Martin-Keow,eng ENG,"DF,MF"
10,Robert Pirès,/en/players/59bfafcf/Robert-Pires,59bfafcf,Robert-Pi,fr FRA,"FW,MF"
11,Freddie Ljungberg,/en/players/5d9e8825/Freddie-Ljungberg,5d9e8825,Freddie-Ljungberg,se SWE,"FW,MF"
12,Pascal Cygan,/en/players/96d186cf/Pascal-Cygan,96d186cf,Pascal-Cyg,fr FRA,DF
13,Ray Parlour,/en/players/d567e937/Ray-Parlour,d567e937,Ray-Parlou,eng ENG,MF
14,Edu Gaspar,/en/players/0471f2a2/Edu-Gaspar,0471f2a2,Edu-G,br BRA,MF
15,Oleh Luzhny,/en/players/d39e96f7/Oleh-Luzhny,d39e96f7,Oleh-Luzh,ua UKR,DF
16,Giovanni van Bronckhorst,/en/players/7e4e7dea/Giovanni-van-Bronckhorst,7e4e7dea,Giovanni-van-Bronckhorst,nl NED,"DF,MF"
17,Kolo Touré,/en/players/3301c9f4/Kolo-Toure,3301c9f4,Kolo-Tou,ci CIV,DF
18,Nwankwo Kanu,/en/players/12578cde/Nwankwo-Kanu,12578cde,Nwankwo-Kanu,ng NGA,FW
19,Stuart Taylor,/en/players/30871c08/Stuart-Taylor,30871c08,Stuart-Taylo,eng ENG,GK
20,Rami Shaaban,/en/players/d0fedd59/Rami-Shaaban,d0fedd59,Rami-Shaab,se SWE,GK
21,Francis Jeffers,/en/players/21b2c885/Francis-Jeffers,21b2c885,Francis-Jeff,eng ENG,FW
22,Igors Stepanovs,/en/players/3216f38a/Igors-Stepanovs,3216f38a,Igors-Stepanov,lv LVA,DF
23,Jermaine Pennant,/en/players/c6043950/Jermaine-Pennant,c6043950,Jermaine-Pennant,eng ENG,MF
24,Ryan Garry,/en/players/bacfeec7/Ryan-Garry,bacfeec7,Ryan-G,eng ENG,"DF,MF"
25,Jérémie Aliadière,/en/players/68ef3d96/Jeremie-Aliadiere,68ef3d96,Jeremie-Aliadi,fr FRA,"FW,MF"
26,Stathis Tavlaridis,/en/players/8be432df/Stathis-Tavlaridis,8be432df,Stathis-Tavlaridi,gr GRE,DF
