,Player,Link,Player_id,Player_name,Nationality,Position
0,﻿Shay Given,/en/players/0db918ff/Shay-Given,0db918ff,Shay-Giv,ie IRL,GK
1,Aaron Hughes,/en/players/dccccccc/Aaron-Hughes,dccccccc,Aaron-Hugh,nir NIR,DF
2,Alan Shearer,/en/players/438b3a51/Alan-Shearer,438b3a51,Alan-Sh,eng ENG,FW
3,Kieron Dyer,/en/players/90b5a2f2/Kieron-Dyer,90b5a2f2,Kieron-D,eng ENG,MF
4,Nolberto Solano,/en/players/37e7c753/Nolberto-Solano,37e7c753,Nolberto-Solano,pe PER,MF
5,Andy O'Brien,/en/players/1719f6b2/Andy-OBrien,1719f6b2,Andy-OBri,ie IRL,DF
6,Laurent Robert,/en/players/2f907a4b/Laurent-Robert,2f907a4b,Laurent-Robert,fr FRA,"FW,MF"
7,Olivier Bernard,/en/players/a14778f2/Olivier-Bernard,14778f2,Olivier-Bernard,fr FRA,DF
8,Jermaine Jenas,/en/players/3149f712/Jermaine-Jenas,3149f712,Jermaine-J,eng ENG,MF
9,Gary Speed,/en/players/5ca13d11/Gary-Speed,5ca13d11,Gary-Speed,wls WAL,MF
10,Andy Griffin,/en/players/38517dc5/Andy-Griffin,38517dc5,Andy-Griffi,eng ENG,DF
11,Craig Bellamy,/en/players/b9eae55b/Craig-Bellamy,b9eae55b,Craig-Bellam,wls WAL,FW
12,Titus Bramble,/en/players/83ac7c3c/Titus-Bramble,83ac7c3c,Titus-Bramb,eng ENG,DF
13,Nikos Dabizas,/en/players/f8741035/Nikos-Dabizas,f8741035,Nikos-Dabiz,gr GRE,DF
14,Steven Caldwell,/en/players/6839f68e/Steven-Caldwell,6839f68e,Steven-Caldw,sct SCO,DF
15,Hugo Viana,/en/players/9a5542cc/Hugo-Viana,9a5542cc,Hugo-Vi,pt POR,MF
16,Shola Ameobi,/en/players/e79a368b/Shola-Ameobi,79a368b,Shola-Ameobi,ng NGA,FW
17,Lomana LuaLua,/en/players/27bd6d81/Lomana-LuaLua,27bd6d81,Lomana-LuaLu,cd COD,"FW,MF"
18,Brian Kerr,/en/players/13911455/Brian-Kerr,13911455,Brian-K,sct SCO,MF
19,Clarence Acuña,/en/players/cbf4c181/Clarence-Acuna,cbf4c181,Clarence-Acu,cl CHI,MF
20,Robbie Elliott,/en/players/9ade4dc1/Robbie-Elliott,9ade4dc1,Robbie-Elliott,eng ENG,DF
21,Darren Ambrose,/en/players/6e5117de/Darren-Ambrose,6e5117de,Darren-Ambro,eng ENG,"FW,MF"
22,Michael Chopra,/en/players/e8368ec0/Michael-Chopra,8368ec0,Michael-Cho,eng ENG,FW
23,Carl Cort,/en/players/c07f2109/Carl-Cort,c07f2109,Carl-Cort,gy GUY,FW
24,Jamie McClen,/en/players/4a2acfa7/Jamie-McClen,4a2acfa7,Jamie-McC,eng ENG,"DF,MF"
26,Jonathan Woodgate,/en/players/9482a3bd/Jonathan-Woodgate,9482a3bd,Jonathan-Woodgat,eng ENG,DF
27,Lee Bowyer,/en/players/f4fd57ba/Lee-Bowyer,f4fd57ba,Lee-Bow,eng ENG,MF
28,Steven Taylor,/en/players/9f9ba8ca/Steven-Taylor,9f9ba8ca,Steven-Taylo,eng ENG,DF
29,Michael Bridges,/en/players/a57b3014/Michael-Bridges,57b3014,Michael-Bridg,eng ENG,"FW,MF"
30,Martin Brittain,/en/players/674a49e7/Martin-Brittain,674a49e7,Martin-Brittai,eng ENG,MF
31,Stephen Carr,/en/players/eb0ae1e9/Stephen-Carr,b0ae1e9,Stephen-C,ie IRL,DF
32,Nicky Butt,/en/players/616b3f9a/Nicky-Butt,616b3f9a,Nicky-Butt,eng ENG,"DF,MF"
33,Patrick Kluivert,/en/players/6c3b0583/Patrick-Kluivert,6c3b0583,Patrick-Kluivert,nl NED,FW
