,Player,Link,Player_id,Player_name,Nationality,Position
0,﻿Steffen Baumgart,/en/players/95ba398d/Steffen-Baumgart,95ba398d,Steffen-Baumgart,de GER,FW
1,Robert Wulnikowski,/en/players/e8f06bfe/Robert-Wulnikowski,8f06bfe,Robert-Wulnikowski,de GER,GK
2,Frédéric Page,/en/players/2eff96fa/Frederic-Page,2eff96fa,Frederic-Pag,ch SUI,DF
3,Jan Sandmann,/en/players/50fe66ef/Jan-Sandmann,50fe66ef,Jan-Sandm,de GER,DF
4,Florian Bruns,/en/players/df41ad24/Florian-Bruns,df41ad24,Florian-Bru,de GER,MF
5,Thomas Sobotzik,/en/players/9b1e2ab7/Thomas-Sobotzik,9b1e2ab7,Thomas-Sobotzik,de GER,MF
6,Michael Molata,/en/players/47d1c896/Michael-Molata,47d1c896,Michael-Molat,de GER,DF
9,Salif Keita,/en/players/56882628/Salif-Keita,56882628,Salif-Keit,sn SEN,FW
10,Sreto Ristić,/en/players/26098227/Sreto-Ristic,26098227,Sreto-Ristic,rs SRB,"FW,MF"
11,Ivan Kozák,/en/players/c097b25e/Ivan-Kozak,c097b25e,Ivan-Kozak,sk SVK,DF
12,Tom Persich,/en/players/b68e9667/Tom-Persich,b68e9667,Tom-Persich,de GER,DF
13,Achim Pfuderer,/en/players/05a30e73/Achim-Pfuderer,05a30e73,Achim-Pfud,de GER,DF
14,Daniel Ernemann,/en/players/41945687/Daniel-Ernemann,41945687,Daniel-Ernem,de GER,DF
15,Björn Joppe,/en/players/cc291839/Bjorn-Joppe,cc291839,Bjorn-Jo,de GER,"DF,MF"
16,Kostadin Vidolov,/en/players/e40edaba/Kostadin-Vidolov,40edaba,Kostadin-Vidolov,bg BUL,MF
17,Chibuike Okeke,/en/players/193e1dc3/Chibuike-Okeke,193e1dc3,Chibuike-Okek,ng NGA,MF
18,Jiří Balcárek,/en/players/ece609ad/Jiri-Balcarek,ce609ad,Jiri-Balcarek,cz CZE,MF
19,Tomáš Bruško,/en/players/2f2ca109/Tomas-Brusko,2f2ca109,Tomas-Brusko,sk SVK,MF
20,Jan Glinker,/en/players/3b81df3e/Jan-Glinker,3b81df3e,Jan-Glink,de GER,GK
21,Simon Henzler,/en/players/b7238272/Simon-Henzler,b7238272,Simon-Henz,de GER,GK
22,﻿Torsten Mattuschka,/en/players/81e97d1d/Torsten-Mattuschka,81e97d1d,Torsten-Mattuschk,de GER,MF
23,Patrick Kohlmann,/en/players/200bfd13/Patrick-Kohlmann,200bfd13,Patrick-Kohlm,ie IRL,DF
24,Daniel Göhlert,/en/players/cb7f827d/Daniel-Gohlert,cb7f827d,Daniel-Gohlert,de GER,DF
25,Christian Stuff,/en/players/39a59193/Christian-Stuff,39a59193,Christian-Stuff,de GER,DF
26,John Mosquera,/en/players/c4ebf909/John-Mosquera,c4ebf909,John-Mosqu,co COL,FW
27,Macchambes Younga-Mouhani,/en/players/f6a1d9d5/Macchambes-Younga-Mouhani,f6a1d9d5,Macchambes-Younga-Mouhani,cg CGO,"FW,MF"
28,Michał Bemben,/en/players/2e96f485/Michal-Bemben,2e96f485,Michal-Bemb,de GER,"DF,MF"
29,Karim Benyamina,/en/players/874c4da6/Karim-Benyamina,874c4da6,Karim-Benyami,dz ALG,FW
30,Michael Parensen,/en/players/3acad81a/Michael-Parensen,3acad81a,Michael-P,de GER,"DF,MF"
31,Dominic Peitz,/en/players/707faf10/Dominic-Peitz,707faf10,Dominic-Peitz,de GER,MF
32,Hüzeyfe Doğan,/en/players/128eae5a/Huzeyfe-Dogan,128eae5a,Huzeyfe-Dog,tr TUR,MF
33,Marco Gebhardt,/en/players/832b7808/Marco-Gebhardt,832b7808,Marco-Gebhardt,de GER,"DF,MF"
34,Kenan Şahin,/en/players/575ff254/Kenan-Sahin,575ff254,Kenan-Sahi,tr TUR,FW
35,Chinedu Ede,/en/players/aeeea901/Chinedu-Ede,901,Chinedu-Ed,de GER,"FW,MF"
36,Christoph Menz,/en/players/dfb0d5a9/Christoph-Menz,dfb0d5a9,Christoph-Menz,de GER,"DF,MF"
37,Björn Brunnemann,/en/players/5cd602ae/Bjorn-Brunnemann,5cd602ae,Bjorn-Brunnem,de GER,MF
38,Daniel Schulz,/en/players/bae9aa6a/Daniel-Schulz,bae9aa6a,Daniel-Schulz,de GER,DF
39,Paweł Thomik,/en/players/2d1a6dd4/Pawel-Thomik,2d1a6dd4,Pawel-Thomik,de GER,MF
40,Shergo Biran,/en/players/67c727d7/Shergo-Biran,67c727d7,Shergo-Bi,de GER,FW
41,Carsten Busch,/en/players/d5ba3992/Carsten-Busch,d5ba3992,Carsten-Busch,de GER,GK
42,Ahmed Reda Madouni,/en/players/442d361d/Ahmed-Reda-Madouni,442d361d,Ahmed-Reda-Madouni,dz ALG,DF
43,Marcel Höttecke,/en/players/1780f03e/Marcel-Hottecke,1780f03e,Marcel-Hotteck,de GER,GK
44,Santi Kolk,/en/players/55aa7423/Santi-Kolk,55aa7423,Santi-Kolk,nl NED,"FW,MF"
45,Halil Savran,/en/players/c5c3afbc/Halil-Savran,c5c3afbc,Halil-Sav,tr TUR,FW
46,Bernd Rauw,/en/players/44414d70/Bernd-Rauw,44414d70,Bernd-Rauw,be BEL,DF
47,Christopher Quiring,/en/players/e1a1e0a3/Christopher-Quiring,1a1e0a3,Christopher-Quiring,de GER,"DF,MF"
48,Jérome Polenz,/en/players/f1e7b64c/Jerome-Polenz,f1e7b64c,Jerome-Polenz,de GER,"DF,MF"
49,Boné Uaferro,/en/players/c969a9e5/Bone-Uaferro,c969a9e5,Bone-Uaferro,de GER,DF
50,Maurice Trapp,/en/players/b1fdc066/Maurice-Trapp,b1fdc066,Maurice-T,de GER,"DF,MF"
51,Steven Skrzybski,/en/players/58ce23e5/Steven-Skrzybski,58ce23e5,Steven-Skrzybski,de GER,"FW,MF"
